21,SC,,0,English,1,64,"Seattle, USA",Fantagraphics,6.6 x 0.1 x 10.2 inches,1996-05-01,6.59999990463257,0.1,10.2,inches
236,HC,First Edition,153,English,1,204,"New York, USA",Schocken Books and Random House,7.6 x 0.8 x 9.4 inches,2012-04-03,7.6,0.8,9.4,inches
238,SC,New edition,155,English,3,296,"New York, USA",DC Comics,6.6 x 0.6 x 10.2 inches,2008-10-24,6.6,0.6,10.2,inches
239,SC,Reprint edition,156,English,5,448,"New York, USA",DC Comics,6.6 x 1 x 10.2 inches,2014-05-13,6.6,1.0,10.2,inches
240,HC,Deluxe edition,156,English,5,448,"New York City, USA",DC Comics,7.4 x 1.3 x 11.2 inches,2013-06-04,7.4,1.3,11.2,inches
243,SC,,163,English,,199,"New York, USA",Vertigo,,2004-08-31,8.19999980926514,0.400000005960464,10.8000001907349,inches
244,SC,,162,English,,142,"Montreal, Canada",Drawn and Quarterly,,2003-09-01,6.69999980926514,0.5,9.0,inches
245,SC,Reprint Edition,164,English,,140,"New York, USA",W. W. Norton and Company,,2006-12-17,7.0,0.5,10.0,inches
246,HC,Limited edition,164,English,,139,"Princeton, USA",Kitchen Sink Press,,1988-05-01,7.19999980926514,0.699999988079071,10.3000001907349,inches
247,HC,,162,,,,"Montreal, Canada",Black Eye Books,,1997-01-01,,,,
248,SC,Reprint Edition,165,English,,184,"New York, USA",W. W. Norton and Company,,2006-03-17,8.30000019073486,0.699999988079071,11.0,inches
249,HC,,165,English,,192,"Princeton, USA",Kitchen Sink Press,,1990-10-01,9.0,0.800000011920929,11.8000001907349,inches
252,SC,,167,English,,183,"Seattle, USA",Fantagraphics,,1997-10-01,10.3000001907349,0.600000023841858,8.0,inches
253,HC,1st Edition,167,English,,183,"New York City, USA",Random House Inc,,1979-11-01,10.6000003814697,1.10000002384186,8.19999980926514,inches
254,SC,,168,English,,113,"Milwaukee, USA",Horse Press,,1998-01-01,9.5,0.5,12.6000003814697,inches
258,SC,Reprint Edition,169,English,,289,"Boston, USA",Mariner Books,,2013-03-02,6.0,0.800000011920929,9.0,inches
259,HC,First Edition,169,English,,304,"Boston, USA",Houghton Mifflin Harcourt,,2012-05-01,6.19999980926514,1.0,9.19999980926514,inches
260,SC,Revised Edition,170,English,,293,"Berkeley, USA",North Atlantic Books,,2015-07-21,6.5,0.800000011920929,9.19999980926514,inches
261,HC,,170,English,,320,"Berkeley, USA",Frog Books,,2003-02-28,6.80000019073486,1.29999995231628,9.5,inches
262,HC,First Edition,173,English,,656,"New York City, USA",Pantheon,,2011-09-20,7.30000019073486,2.0,9.19999980926514,inches
264,SC,Expanded Edition,172,English,,174,"London, UK",Blank Slate,,2013-09-26,14.6999998092651,1.29999995231628,21.0,inches
265,HC,,172,English,,139,"New York City, USA",Bloomsbury USA,,2011-02-01,13.8999996185303,1.5,21.3999996185303,inches
266,SC,Reprint Edition,171,English,,325,"New York, USA",W. W. Norton and Company,,2010-09-13,7.0,0.899999976158142,9.0,inches
267,HC,,171,English,,336,"New York City, USA",W. W. Norton and Company,,2009-09-08,7.40000009536743,1.10000002384186,9.30000019073486,inches
268,HC,First Edition,174,English,,120,"Marietta, Georgia, USA",Top Shelf Productions,,2012-05-03,6.59999990463257,0.699999988079071,9.19999980926514,inches
270,HC,First Edition,175,English,,432,"New York, USA",Metropolitan Books,,2009-12-22,8.10000038146973,1.20000004768372,10.8000001907349,inches
271,SC,,175,English,,432,"New York City, USA",Metropolitan Books,,2010-10-12,7.59999990463257,1.20000004768372,10.3999996185303,inches
272,SC,First Edition,176,English,,119,"Seattle, USA",Fantagraphics,,2014-11-02,7.09999990463257,0.5,10.5,inches
273,HC,,177,English,,352,"London, UK",Fourth Estate,,2015-06-18,6.0,1.29999995231628,9.30000019073486,inches
274,SC,,177,English,,352,London,Fourth Estate ,,2015-09-01,8.39999961853027,0.699999988079071,5.90000009536743,inches
275,HC,,178,English,,203,"Montreal, Canada",Drawn and Quarterly,,2012-05-01,6.19999980926514,1.10000002384186,9.30000019073486,inches
276,SC,First Edition,178,English,,,"Toronto, Canada",Vortex Comics Inc.,,1992-01-01,6.09999990463257,0.5,8.89999961853027,inches
277,SC,,179,English,,156,"New York, USA",Vertigo,,1998-11-01,8.5,0.400000005960464,11.0,inches
278,HC,2nd Edition,180,English,,78,"Milwaukee, USA",Dark Horse,,2013-01-19,7.0,0.400000005960464,9.5,inches
279,SC,,180,English,,80,"Milwaukee, USA",Dark Horse,,2000-07-25,8.0,0.300000011920929,11.0,inches
280,SC,First Edition,181,English,,100,"Montreal, Canada",Drawn and Quarterly,,2001-07-01,7.5,0.400000005960464,10.1000003814697,inches
281,SC,First Edition,182,English,,280,"Montreal, Canada",Drawn and Quarterly,,2006-08-22,6.19999980926514,1.0,8.89999961853027,inches
282,HC,,182,English,,260,"Montreal, Canada",Drawn and Quarterly,,2004-01-01,6.30000019073486,1.20000004768372,9.30000019073486,inches
283,HC,,183,English,,349,"Marietta, Georgia, USA",Top Shelf Productions,,2005-08-23,6.5,1.0,9.60000038146973,inches
284,SC,,184,English,,136,"New York, USA",Vertigo,,2008-01-02,6.59999990463257,0.300000011920929,10.1000003814697,inches
285,HC,Deluxe Edition,184,English,,168,"New York City, USA",Vertigo,,2014-12-09,7.30000019073486,0.600000023841858,11.1999998092651,inches
286,HC,,185,English,,125,"Marietta, USA",Top Shelf Productions,,2008-08-04,5.59999990463257,0.600000023841858,7.59999990463257,inches
287,HC,First Edition,186,English,,138,"San Diego, USA",IDW Publishing,,2012-07-24,5.90000009536743,0.899999976158142,9.10000038146973,inches
288,HC,,187,English,,135,"Milwaukee, USA",Dark Horse,,2013-11-19,8.30000019073486,0.699999988079071,12.5,inches
289,SC,,187,English,,176,"Milwaukee, USA",Dark Horse,,2016-10-25,5.90000009536743,0.899999976158142,8.30000019073486,inches
291,SC,,194,English,,184,"Berkeley, USA",Image Comics,,2009-05-26,6.5,0.400000005960464,10.1000003814697,inches
292,HC,First Edition,193,English,,496,"New York, USA",First Second,,2015-02-03,6.40000009536743,1.89999997615814,8.69999980926514,inches
293,SC,,189,English,,156,"London, UK",SelfMadeHero,,2014-10-21,6.80000019073486,0.600000023841858,9.5,inches
294,HC,First Edition,190,English,,176,"Boston, USA","Little, Brown and Company",,2013-12-03,8.80000019073486,1.0,12.1999998092651,inches
295,HC,,191,English,,204,"New York, USA",Harry N. Abrams,,2012-10-01,8.0,1.0,10.5,inches
296,SC,,192,English,,230,"London, UK",Blank Slate,,2011-11-01,7.80000019073486,0.699999988079071,10.3000001907349,inches
297,HC,,195,English,,121,"Montreal, Canada",Drawn and Quarterly,,2015-10-06,6.69999980926514,0.899999976158142,9.69999980926514,inches
298,HC,Reprint edition,196,English,,206,"New York, USA",Liveright,,2015-07-13,8.89999961853027,1.20000004768372,11.3000001907349,inches
299,SC,,197,English,,133,"Montreal, Canada",Drawn and Quarterly,,2016-01-26,7.30000019073486,0.600000023841858,8.80000019073486,inches
300,HC,,198,English,,304,"New York City, USA",Pantheon,,2014-12-09,6.80000019073486,1.10000002384186,9.60000038146973,inches
301,SC,,199,English,,156,"Vancouver, Canada",Arsenal Pulp Press,,2013-09-03,7.19999980926514,0.5,10.1999998092651,inches
302,HC,,200,English,,120,"London, UK",Nobrow Press,,2015-11-03,8.39999961853027,0.699999988079071,13.0,inches
303,SC,,201,English,,93,"Montreal, Canada",Conundrum Press,,2015-09-21,8.5,0.5,6.5,inches
304,SC,First Edition,202,English,,221,"Seattle, USA",Fantagraphics,,2016-02-15,7.80000019073486,0.800000011920929,10.1999998092651,inches
305,HC,,203,English,,280,"Montreal, Canada",Drawn and Quarterly,,2016-04-12,4.19999980926514,1.10000002384186,7.5,inches
306,SC,First Edition,204,English,,309,"Seattle, USA",Fantagraphics,,2015-09-20,6.59999990463257,1.10000002384186,9.5,inches
309,HC,First Edition,206,English,,96,"Montreal, Canada",Drawn and Quarterly,,2010-03-30,6.80000019073486,0.699999988079071,10.0,inches
310,HC,Ltd Sgd edition,207,English,,658,"Montreal, Canada",Drawn and Quarterly,,2011-08-16,7.59999990463257,2.5,9.5,inches
311,SC,,207,English,,584,"Montreal, Canada",Drawn and Quarterly,,2011-08-16,7.59999990463257,2.09999990463257,9.19999980926514,inches
312,SC,,208,English,,317,"New York, USA",First Second,,2014-05-06,6.0,0.899999976158142,8.39999961853027,inches
313,HC,,208,English,,320,"New York City, USA",First Second,,2014-05-06,6.0,1.10000002384186,8.69999980926514,inches
314,SC,,209,English,,80,"Richmond, USA",AdHouse Books,,2015-06-16,5.40000009536743,0.400000005960464,7.30000019073486,inches
315,SC,,210,,,227,"Montreal, Canada",Drawn and Quarterly,,2013-05-28,5.80000019073486,1.0,7.5,inches
316,HC,First Edition,210,,,292,"Montreal, Canada",Drawn and Quarterly,,2013-05-28,6.0,1.29999995231628,7.80000019073486,inches
317,SC,Revised Edition,211,,,198,"Montreal, Canada",Drawn and Quarterly,,2013-05-28,4.40000009536743,0.800000011920929,7.0,inches
318,SC,7th Edition,212,,,142,"Seattle, USA",Fantagraphics,,1993-01-17,7.59999990463257,0.5,11.0,inches
319,SC,Reprint Edition,213,,,89,"New York City, USA",Pantheon,,2011-01-18,7.90000009536743,0.400000005960464,5.5,inches
320,HC,First Edition,213,,,88,"New York City, USA",Pantheon,,2005-06-07,8.10000038146973,0.600000023841858,5.59999990463257,inches
321,SC,Gph Rep Edition,214,,,136,"New York City, USA",Pantheon,,2002-09-24,7.69999980926514,0.400000005960464,10.1999998092651,inches
322,HC,First Edition,214,,,116,"New York City, USA",Pantheon,,2000-09-12,7.90000009536743,0.699999988079071,10.5,inches
323,HC,First Edition,215,,,125,"Montreal, Canada",Drawn and Quarterly,,2005-12-13,6.19999980926514,0.800000011920929,8.10000038146973,inches
324,HC,First Edition,216,,,96,"Montreal, Canada",Drawn and Quarterly,,2009-05-26,12.1999998092651,0.699999988079071,14.3000001907349,inches
326,SC,,217,,,88,"Seattle, USA",Fantagraphics,,1996-06-01,7.80000019073486,0.200000002980232,7.19999980926514,inches
327,HC,First Edition,217,,,86,"Seattle, USA",Fantagraphics,,2008-04-17,8.30000019073486,0.600000023841858,7.80000019073486,inches
328,HC,,218,,,384,"San Diego, USA",IDW Publishing,,2011-01-24,6.69999980926514,1.39999997615814,9.80000019073486,inches
329,SC,,218,,,384,"New York, USA",DC Comics,,2003-04-01,5.5,1.0,8.0,inches
330,SC,First edition,219,,,296,"New York, USA",Paradox Press,,2004-12-01,5.5,0.800000011920929,8.0,inches
331,SC,Annotated Adition,220,,,224,"Berkeley, USA",Image Comics,,2008-11-25,6.59999990463257,0.5,10.1999998092651,inches
332,SC,Second Edition,221,,,224,"Marietta, Georgia, USA",Top Shelf Productions,,2003-05-04,4.59999990463257,0.600000023841858,7.19999980926514,inches
333,HC,,222,,,256,"New York City, USA",Pantheon,,2006-03-07,6.80000019073486,1.10000002384186,8.89999961853027,inches
334,SC,Reprint Edition,222,,,256,"New York City, USA",Pantheon,,2000-05-20,6.59999990463257,0.899999976158142,8.5,inches
335,SC,,223,,,188,"Minneapolis, USA",Graphic Universe,,2012-08-01,6.5,0.5,9.10000038146973,inches
336,HC,First Edition,224,,,122,"Montreal, Canada",Drawn and Quarterly,,2006-05-16,8.19999980926514,0.699999988079071,8.60000038146973,inches
337,SC,First edition,225,,,344,"Montreal, Canada",Drawn and Quarterly,,2012-09-04,6.80000019073486,1.20000004768372,8.39999961853027,inches
338,SC,,226,,,100,"Berkeley, USA",Soft Skull Press,,2006-10-10,8.30000019073486,0.200000002980232,11.6000003814697,inches
339,HC,,227,,,190,"San Diego, USA",Houghton Mifflin Harcourt,,2008-01-15,6.0,0.400000005960464,8.89999961853027,inches
340,SC,,227,,,192,London,Jonathan Cape,,2008-03-01,6.0,0.5,9.0,inches
343,SC,,229,,,614,"San Francisco, USA",VIZ Media,,2007-09-25,7.09999990463257,1.29999995231628,10.1000003814697,inches
347,HC,,233,,,156,"Minneapolis, USA",Uncivilized Books ,,2012-09-04,6.19999980926514,0.400000005960464,9.0,inches
348,SC,,234,,,221,"New York, USA",Square Fish,,2014-03-25,5.5,1.60000002384186,8.19999980926514,inches
349,HC,,234,,,221,"New York City, USA",First Second ,,2011-06-07,6.09999990463257,0.699999988079071,8.69999980926514,inches
350,HC,,235,,,120,"Montreal, Canada",Drawn and Quarterly,,2010-10-12,8.69999980926514,1.10000002384186,11.1000003814697,inches
351,HC,,237,,,176,"Los Angeles, USA",BOOM! Studios,,2012-10-01,9.0,0.899999976158142,11.8000001907349,inches
352,SC,,238,,,127,"New York, USA",Skyhorse Publishing,,2012-05-01,9.19999980926514,0.300000011920929,10.5,inches
353,SC,,239,,,200,"Seattle, USA",Fantagraphics,,2014-08-03,7.40000009536743,1.79999995231628,10.0,inches
354,SC,,240,,,189,"Seattle, USA",Fantagraphics,,2014-09-22,5.59999990463257,0.699999988079071,7.40000009536743,inches
355,SC,,241,,,136,"New York, USA",Marvel,,2016-07-05,6.80000019073486,0.200000002980232,10.1000003814697,inches
357,HC,,244,,,128,"Milwaukee, USA",Dark Horse,,2014-09-30,6.90000009536743,0.600000023841858,10.5,inches
358,SC,,245,,,224,"New York, USA",Marvel,,2005-12-28,6.69999980926514,0.400000005960464,10.1999998092651,inches
359,SC,,246,,,169,"Vancouver, Canada",Arsenal Pulp Press ,,2016-10-18,6.5,0.699999988079071,8.89999961853027,inches
360,HC,,247,,,267,"London, UK",SelfMadeHero ,,2013-03-19,6.5,1.20000004768372,9.5,inches
364,SC,2nd edition,248,,,350,"New York City, USA",Vertical,,2010-03-30,6.0,1.10000002384186,8.0,inches
365,SC,Reprint Edition,249,,,205,"New York, USA",Tor Books,,2011-01-18,6.69999980926514,0.5,10.1999998092651,inches
366,HC,,249,,,230,"New York, USA",Tor Books,,2011-01-01,6.90000009536743,1.0,10.1999998092651,inches
367,SC,,250,,,117,"New York, USA",Marvel,,2013-11-19,6.80000019073486,0.5,10.1999998092651,inches
368,SC,,251,,,102,"New York, USA",Marvel,,2015-10-20,6.59999990463257,0.200000002980232,10.1000003814697,inches
369,SC,Reprint edition,252,,,119,"New York, USA",Sterling,,2009-01-26,9.39999961853027,0.600000023841858,6.5,inches
370,HC,Collector´s edition,253,,,190,"New York, USA",First Second,,2008-09-02,6.59999990463257,0.899999976158142,8.5,inches
371,SC,1 Reprint Edition,253,,,208,"New York, USA",First Second,,2010-04-27,5.59999990463257,0.400000005960464,8.30000019073486,inches
372,SC,,254,,,123,"New York, USA",Dover Publications,,2015-04-15,8.19999980926514,0.5,10.8999996185303,inches
373,HC,1st edition,255,,,240,"New York, USA",Bantam,,2012-03-27,6.90000009536743,0.800000011920929,10.5,inches
374,SC,,255,,,,,,,2013-01-01,,,,
375,HC,1 edition,256,,,111,"New York, USA",Liveright,,2016-07-26,8.89999961853027,0.699999988079071,11.3000001907349,inches
376,HC,1 edition,257,,,148,"New York, USA",Liveright,,2014-08-25,8.80000019073486,0.899999976158142,11.1999998092651,inches
377,SC,1 edition,257,,,160,"New York, USA",Liveright,,2015-10-26,8.19999980926514,0.600000023841858,10.6000003814697,inches
378,HC,First Edition,41,,,224,"New York, USA",Marvel,,2008-12-24,7.0,0.800000011920929,10.5,inches
379,SC,,145,,,117,"Milwaukee, USA",Dark Horse ,,1995-10-17,10.1999998092651,0.300000011920929,6.69999980926514,inches
380,SC,,147,,,315,"London, UK",Penguin Books,,2016-12-01,6.69999980926514,0.899999976158142,9.19999980926514,
381,SC,,258,,,320,"New York, USA",W. W. Norton and Company,,2002-10-17,7.59999990463257,0.899999976158142,10.5,inches
382,HC,,258,,,300,"New York, USA",W. W. Norton and Company,,2002-10-21,8.0,1.0,11.8000001907349,inches
383,HC,,259,,,256,"London, UK",SelfMadeHero,,2015-10-06,7.90000009536743,1.20000004768372,10.6000003814697,inches
384,SC,,260,,,224,"Berkeley, USA",Image Comics,,2014-11-11,6.59999990463257,0.800000011920929,10.1000003814697,inches
385,HC,,260,,,,,El Capitan Books,,2001-01-01,,,,
386,SC,,261,,,424,"Berkeley, USA",Image Comics,,2012-03-20,7.5,1.20000004768372,10.3000001907349,inches
387,SC,,262,,,160,"San Diego, USA",IDW Publishing,,2012-12-25,6.0,0.600000023841858,9.0,inches
388,HC,,262,,,160,"San Diego, USA",IDW Publishing,,2009-07-28,6.40000009536743,0.699999988079071,9.19999980926514,inches
389,SC,,263,,,248,"New York, USA",Marvel,,2010-01-06,6.59999990463257,0.400000005960464,10.1999998092651,inches
390,HC,,263,,,400,"New York, USA",Marvel,,2004-01-01,8.0,1.0,12.0,inches
391,SC,1st edition,264,,,272,"New York, USA",HarperTeen,,2015-05-12,6.0,0.699999988079071,9.0,inches
392,HC,,264,,,272,"New York, USA",HarperTeen,,2015-05-12,6.0,0.899999976158142,9.0,inches
393,SC,,265,,,176,"New York, USA",First Second,,2016-10-04,6.80000019073486,0.5,8.60000038146973,inches
394,SC,Revised edition,266,,,1344,"Columbus, USA",Cartoon Books,,2004-09-01,6.5,2.20000004768372,9.0,inches
395,SC,,267,,,215,"New York, USA",HarperCollins Publishers Ltd,,1994-04-27,6.80000019073486,0.600000023841858,10.1999998092651,inches
396,HC,,268,,,128,"New York, USA",DC Comics,,2016-10-04,6.80000019073486,0.5,10.5,inches
397,SC,,268,,,128,"New York, USA",DC Comics,,2017-12-26,5.90000009536743,0.899999976158142,8.30000019073486,inches
401,SC,1st edition,271,,,386,"Seattle, USA",Fantagraphics,,2017-02-14,8.19999980926514,1.29999995231628,10.5,inches
412,SC,2nd Revised ed. edition,283,,,128,"Milwaukee, USA",Dark Horse,,2010-11-09,6.0,0.400000005960464,9.0,inches
413,SC,1St Edition edition,284,,,208,"Los Angeles, USA",TokyoPop,,2003-05-06,5.0,0.5,7.19999980926514,inches
417,SC,,286,,,156,"San Diego, USA",IDW Publishing,,2006-01-17,6.59999990463257,0.400000005960464,10.1000003814697,inches
420,SC,1st edition,288,,,168,"New York, USA",DC Comics,,1993-01-01,6.59999990463257,0.400000005960464,10.1000003814697,inches
421,SC,,289,,,192,"New York, USA",W. W. Norton and Company,,2006-12-17,7.09999990463257,0.600000023841858,10.0,inches
422,SC,,290,,,176,"New York, USA",DC Comics,,2019-11-12,,,,
423,HC,,290,,,176,"New York, USA",DC Comics,,2013-07-23,6.5,0.699999988079071,10.1000003814697,inches
424,SC,,291,,,176,"Townshend, USA",King Hell Press,,2013-06-01,6.59999990463257,0.400000005960464,9.89999961853027,inches
425,HC,Signed limited edition,291,,,,"Townshend, USA",King Hell Press,,1992-01-01,6.59999990463257,1.10000002384186,9.10000038146973,inches
426,HC,Deluxe edition,292,,,128,"Portland, USA",Image Comics,,2012-11-27,7.5,0.600000023841858,11.1000003814697,inches
427,SC,First printing edition,292,,,112,"New York, USA",Vertigo,,2000-05-01,6.59999990463257,0.200000002980232,10.1999998092651,inches
428,HC,Deluxe edition,293,,,366,"New York, USA",DC Comics,,2014-10-28,7.40000009536743,0.800000011920929,11.1999998092651,inches
429,SC,Reissue edition,294,,,500,"Kitchener, Canada",Aardvark-Vanheim,,1994-11-01,7.80000019073486,1.20000004768372,10.1999998092651,inches
430,HC,Gph edition,295,,,88,"Milwaukee, USA",Dark Horse,,1999-12-15,13.0,0.5,10.1000003814697,inches
434,HC,,112,,,96,"Milwaukee, USA",Dark Horse,,2013-12-24,9.60000038146973,0.800000011920929,6.59999990463257,inches
435,HC,,119,,,128,"New York City, USA",Levine Books,,2007-10-01,,,,
436,HC,,172,,,160,"New York City, USA",Bloomsbury USA,,2011-01-19,,,,
437,SC,,177,,,348,"New York City, USA",HarperCollins Publishers Ltd,,2015-01-01,,,,
438,SC,,120,,,280,"New York City, USA",Penguin Global,,2008-01-09,23.5,2.5,15.8999996185303,inches
439,HC,,35,,,147,"New York City, USA",Riverhead Books,,2015-01-01,,,,
440,SC,1,298,,,123,"New York City, USA",Avon Books,,1995-12-01,5.19999980926514,0.5,8.5,inches
441,HC,The Deluxe Edition,314,,,320,"New York City, USA",DC Comics,,2008-12-16,7.40000009536743,0.800000011920929,11.1999998092651,inches
442,SC,,307,,,224,"Burbank, USA",Vertigo,,2013-07-16,6.59999990463257,0.5,10.1999998092651,inches
443,SC,5,312,,,144,"Kendallville, USA",Marvel,,2018-01-01,6.80000019073486,0.400000005960464,10.1999998092651,inches
444,SC,6,315,,,141,"Seattle, USA",Fantagraphics,,1985-12-27,8.5,0.400000005960464,10.8999996185303,inches
445,HC,5,312,,,144,"Kendallville, USA",Marvel,,2007-01-03,,,,
446,HC,,307,,,224,"Burbank, USA",Vertigo,,2011-02-01,7.0,0.699999988079071,10.5,
447,SC,,314,,,320,"New York City, USA",DC Comics,,2013-07-30,6.59999990463257,0.5,10.1000003814697,
448,HC,,315,,,144,"Seattle, USA",Fantagraphics,,1985-10-01,8.80000019073486,0.5,11.1999998092651,inches
449,SC,3,300,,,208,"Milwaukie, USA",Dark Horse,,2010-10-19,,,,
450,HC,3,300,,,216,"Milwaukie, USA",Dark Horse,,2014-07-08,6.90000009536743,0.800000011920929,10.5,inches
452,SC,first,308,,,592,"Kitchener, Canada",Aardvark-Vanaheim,,1987-06-01,7.19999980926514,1.20000004768372,9.80000019073486,inches
455,HC,BOOM! Studios Edition / 1st edition,329,,,304,"Los Angeles, USA",BOOOM! Studios,,2015-05-01,16.7999992370605,2.29999995231628,25.8999996185303,cm
456,SC,Crimson # 1-2,329,,,304,"Los Angeles, USA",BOOM! Studios,,2015-08-26,,,,
468,HC,Elric Vol.1: Elric of Melnibone,332,,,176,"London, UK",Titan Comics,,2015-04-28,17.7999992370605,1.89999997615814,26.5,cm
469,SC,,333,,,392,"New York City, USA",HarperCollins Publishers Ltd,,1991-08-14,18.2000007629395,2.59999990463257,23.2999992370605,cm
470,HC,1st,334,,,128,"New York City, USA",Penguin Books,,1995-11-27,21.7999992370605,1.5,27.3999996185303,cm
471,SC,Paperback,304,,,90,"New York City, USA",DC Comics,,1997-10-01,16.7999992370605,0.600000023841858,26.0,cm
472,SC,Second Printing,335,,,112,"Marietta, USA",Top Shelf Productions,,2001-07-02,15.1999998092651,1.29999995231628,22.8999996185303,cm
473,SC,Death of the Endless #2,303,,,95,"New York City, USA",DC Comics,,1997-12-01,16.7999992370605,0.400000005960464,25.7999992370605,cm
474,SC,Fully Remastered Edition,299,,,192,"Burbank, USA",Vertigo,,2011-02-01,17.0,1.0,25.8999996185303,
475,SC,,301,,,72,"New York City, USA",W. W. Norton and Company,,2009-07-27,18.0,0.800000011920929,25.3999996185303,cm
476,SC,The New York Tetralogy #4,302,,,115,"New York City, USA",W. W. Norton and Company,,2007-12-17,18.0,1.29999995231628,25.3999996185303,cm
477,SC,25th Anniversary Edition,313,,,232,"Burbank, USA",DC Comics,,2014-11-11,16.8999996185303,0.899999976158142,25.8999996185303,cm
